betroffene_anlage,primaerenergieart,entry_type,name_technology,matched_id,id_source,method,confidence,needs_review,matched_name,fueltype,capacity_mw,lat,lon,coord_source,mastr_ids,opsd_ids,eic_ids,reasoning,coord_check,check_km
AVA Cluster Lehrte,Erneuerbar,cluster,,"112642,113837,127968,160093,30221,62917,63205,69325,69326,84158,84286,84293",index,cluster_name,high,no,Cluster @ lehrte,"Solar,Wind",32.6,52.3694,10.0044,index,"SEE903778358079,SEE907713869538,SEE910099035893,SEE915303787483,SEE917229741044,SEE927215688543,SEE927707160861,SEE929521338235,SEE934380216754,SEE938840144489,SEE941305601847,SEE946724505486,SEE951814151504,SEE957361180288,SEE959201113937,SEE963881458202,SEE973180944689,SEE975756448119,SEE986283343600,SEE986422736010,SEE988113588557,SEE992958643753,SEE994432485217,SEE995401103484,SEE996893001654",,,cluster: 12 plants @ lehrte,confirmed,7.7
50H_EDIS_CR_WU,Erneuerbar,control_reserve,,,,,,no,,,,49.8,9.9,geocode,,,,,,
50H_WEMA_CR_WE,Erneuerbar,control_reserve,,,,,,no,,,,51.3,12.3,geocode,,,,,,
50H Dresden-Nossen,Konventionell,individual,,1154,index,llm,high,no,Gasturbinen Nossener Brucke,Natural Gas,186.0,51.042464,13.707669,index,"SEE967194778880,SEE968254365774,SEE901410470721",BNA0207,"11WD8DRES5X---PZ,{nan, nan, nan}",Matches HKW Dresden-Nossener Brücke gas turbine plant.,confirmed,28.9
GuDAnlageM120,Konventionell,individual,,3240,index,llm,low,yes,Gud,Natural Gas,103.0,49.991802,8.413353,index,SEE928580946900,BNA0857,,"A GuD-Anlage near 100-150MW natural gas capacity is the closest plausible match, though the '120' designation is uncertain. | coord-check: name geocodes 113 km away",disagree,113.4
Reservekraftwerk Rheinhafen-Dampfkraftwerk Karlsruhe Block 7,Konventionell,individual,,314,index,llm,high,no,Rheinhafen Dampfkraftwerk,Hard Coal,1351.0,49.01274,8.304255000000001,index,"SEE980331579218,SEE980016033738","BNA0518b,BNA0518a","11WD4DAXLA-S---T,{nan, nan}",Block 7 of RDK Karlsruhe is a hard coal unit matching the Rheinhafen Dampfkraftwerk hard coal entry.,confirmed,7.1
Netzreservekraftwerk BERGKAMEN_A,Konventionell,individual,,274,index,llm,high,no,Bergkamen,Hard Coal,720.0,51.636945,7.619083,index,SEE930673793902,BNA0067,11WD7BERG1S--KWB,Direct name match with the Bergkamen hard coal plant.,confirmed,13.1
Leitzach Pool,Sonstiges,individual,,298,index,llm,high,no,Swm Leitzach,Hydro,92.0,47.874,11.871,index,"SEE953508633730,SEE932484697615,SEE967069763799","BNA0972,BNA0973","{nan, nan, nan}","Direct name match to Swm Leitzach (Leitzach 1), a hydro plant.",confirmed,21.6
AVA Cluster Stadorf,Erneuerbar,cluster,,"102530,106863,108284,113457,115454,115562,115838,116123,116568,117034,118955,119238,122189,122190,122191,124799,129584,130317,132276,139820,142342,143603,143607,143613,147998,151980,153073,153383,154366,155911,157317,159497,159549,161665,164352,164353,27273,33413,33650,33657,34530,35279,3713,3972,41678,41681,43952,43955,43996,4515,48978,49722,54220,65923,68942,69365,76209,76355,76370,76371,76999,77027,79509,79517,79888,80010,81046,94064,98068",index,cluster_geocode,medium,yes,Cluster @ stadorf,"Biogas,Solar,Solid Biomass,Wind",303.5,53.9355,12.0202,index,"SEE900466301720,SEE900477625808,SEE901432789030,SEE903013202686,SEE903705229526,SEE903770130512,SEE903875362740,SEE904240189542,SEE904821711698,SEE905287293179,SEE907163198851,SEE907256861754,SEE907911628982,SEE908866089576,SEE909140005800,SEE909904161469,SEE911544819402,SEE913157779531,SEE913626459247,SEE913866735835,SEE913926374813,SEE913939828150,SEE914014764721,SEE914903533926,SEE915037505421,SEE915168759991,SEE915444651230,SEE915453210138,SEE915506876113,SEE915912248054,SEE916285152498,SEE917819047839,SEE918495285768,SEE919068167870,SEE921474002492,SEE922672551676,SEE923612949034,SEE924295694273,SEE924855978676,SEE925974076144,SEE927012603206,SEE928024425459,SEE929387650588,SEE929408799869,SEE929997906556,SEE930828989068,SEE931206811339,SEE931540375900,SEE931668600328,SEE932112059761,SEE932285916281,SEE932500284416,SEE932742684098,SEE933893783302,SEE933923484698,SEE934846975775,SEE935093676811,SEE936505501042,SEE937151459466,SEE937524806811,SEE937719010627,SEE937760294243,SEE937832819275,SEE938324407291,SEE938535910368,SEE939347296343,SEE939811083349,SEE939971399144,SEE940675636695,SEE940675936948,SEE942879829224,SEE943261012811,SEE943410592935,SEE945792005911,SEE946002650723,SEE946448753491,SEE948169710425,SEE948597029717,SEE949804177986,SEE950082949721,SEE950121979375,SEE952130464866,SEE952734019486,SEE953912383061,SEE954568024612,SEE954848411743,SEE955586936406,SEE956522066645,SEE957180375452,SEE957342281324,SEE957621166656,SEE957816359573,SEE958005021400,SEE960831527681,SEE962601959845,SEE962625551476,SEE964161168583,SEE964329009819,SEE964532587104,SEE964588999234,SEE965512101730,SEE965766283718,SEE966907119279,SEE966966555704,SEE968365609378,SEE968603295165,SEE968849582111,SEE968897457768,SEE969817567024,SEE970886419541,SEE971460792647,SEE972751551349,SEE972988425499,SEE974097873482,SEE974317154100,SEE976852785092,SEE977277093762,SEE978059607573,SEE979044289279,SEE979366091420,SEE979673900309,SEE979724525079,SEE979805185079,SEE980932530823,SEE981875765013,SEE982913500115,SEE984706007306,SEE985565360502,SEE986432539656,SEE986781851607,SEE987036374513,SEE987934890023,SEE988737422596,SEE991325721315,SEE991337205209,SEE991795390608,SEE991984680992,SEE992385306320,SEE992859901457,SEE993375679509,SEE993908912073,SEE994058969221,SEE995378271261,SEE995574947830,SEE996418766204,SEE996476320738,SEE998172539353,SEE999389490314",,,cluster: 69 plants @ stadorf | coord-check: name geocodes 110 km away,disagree,109.6
AVA Cluster Sottrum T412,Erneuerbar,cluster,,"121192,132868,4572",index,cluster_name,high,no,Cluster @ sottrum,Solar,4.3,53.1102,9.2078,index,"SEE908568682686,SEE927467584303,SEE972083284236",,,cluster: 3 plants @ sottrum,confirmed,10.0
50H OWP Baltic Eagle,Erneuerbar,individual,Wind,32180,index,llm,high,no,Baltic Eagle,Wind,476.24999999999994,54.83008946,13.858195599999998,index,"SEE900122482756,SEE900550536908,SEE900616852171,SEE903364683967,SEE903978261766,SEE908202339938,SEE909551866762,SEE910794178611,SEE911398876569,SEE911618395610,SEE914044592523,SEE919318572935,SEE921323597209,SEE924878900098,SEE927265088379,SEE927875055501,SEE928653214462,SEE930675088297,SEE932043859904,SEE938032490738,SEE938178012382,SEE942939092865,SEE945574429478,SEE946448895351,SEE948715691352,SEE949910971591,SEE950111401992,SEE950577462612,SEE950812129577,SEE955215044762,SEE956255402130,SEE956334550196,SEE957309523467,SEE957491657803,SEE960370788581,SEE969194472140,SEE971465337997,SEE972692355839,SEE975239397002,SEE975752091791,SEE976102892778,SEE977828069123,SEE982729023884,SEE984871130311,SEE986392080120,SEE994024553874,SEE995334092398,SEE996793207125,SEE998477578477,SEE999152219265",,,Exact name and location match for offshore wind park Baltic Eagle.,disagree,55.2
Eltmann,Konventionell,individual,,3304,index,exact,high,no,Eltmann,Natural Gas,75.185,49.984,10.654,index,SEE912906399075,BNA0243,,exact name match,confirmed,24.3
AMP_LEW_VERTEILNETZ_SUED_CR_PHOTOVOLTAIK,Erneuerbar,control_reserve,Solar,,,,,no,,,,48.5,10.5,geocode,,,,,,
AMP_LEW_VERTEILNETZ_SUED_CR_SONSTIGE_EE,Sonstiges,control_reserve,Other renewable,,,,,no,,,,48.5,10.5,geocode,,,,,,
AMP_LEW_VERTEILNETZ_NORD_CR_PHOTOVOLTAIK,Erneuerbar,control_reserve,Solar,,,,,no,,,,49.2,10.8,geocode,,,,,,
AMP_LEW_VERTEILNETZ_NORD_CR_SONSTIGE_EE,Sonstiges,control_reserve,Other renewable,,,,,no,,,,49.2,10.8,geocode,,,,,,
AVA Cluster Helmstedt,Erneuerbar,cluster,,"109238,118476,147792,75142,75149,75150",index,cluster_name,high,no,Cluster @ helmstedt,"Solar,Wind",31.8,52.2266,10.9933,index,"SEE900019954427,SEE912917889985,SEE924239983128,SEE925100006885,SEE961822070070,SEE962218973517,SEE964168233390,SEE966630601645,SEE972423994139,SEE975830426200,SEE983054373569,SEE983906269088,SEE990668415998,SEE998366426155",,,cluster: 6 plants @ helmstedt,confirmed,13.5
Wemag CAT Cluster Perleberg 003,Konventionell,cluster,,"113861,120311,151229,2952,44503,45706,56814,56870,57847,65543,96062,96063",index,cluster_name,high,no,Cluster @ wemag perleberg,"Biogas,Solar,Wind",78.2,53.0704,11.8839,index,"SEE900957188953,SEE903104997378,SEE903422922656,SEE911608476459,SEE926109046285,SEE931042764523,SEE931155262930,SEE933370333099,SEE934493625757,SEE936710618078,SEE950612332658,SEE950929589226,SEE958224696854,SEE958623948233,SEE961135063721,SEE969794806710,SEE972024759908,SEE975098039082,SEE979424472215,SEE987060889144,SEE988924978936,SEE989158055875,SEE989734244556,SEE991356409985",," nan},{nan",cluster: 12 plants @ wemag perleberg,confirmed,3.5
AVA Cluster Twistetal,Erneuerbar,cluster,,138045,index,cluster_name,high,no,Cluster @ twistetal,Wind,9.2,51.3176,8.9887,index,"SEE938223103249,SEE939643259349,SEE948500350365,SEE961765663537",,,cluster: 1 plants @ twistetal,confirmed,24.1
Netzreservekraftwerk SCHOLVEN_B,Konventionell,individual,,269,index,llm,medium,no,Scholven,Hard Coal,760.0,51.599970000000006,7.00565,index,"SEE933236950972,SEE989054024678,SEE952352206145","BNA0331,BNA0333,BNA0334,BNA0335,BNA0332,BNA0336","11WD7SCHO-S--KWW,{nan, nan, nan}",Scholven block B corresponds to the main Scholven hard coal unit.,confirmed,29.4
CHEMIEPARK_MARL_KRAFTWERKE,Konventionell,individual,,1749,index,llm,low,yes,Chemiepark Marl,Hard Coal,204.0,51.696393,7.093964,index,,,"{nan, nan, nan}","Generic Chemiepark Marl reference; picked the hard coal unit as primary plant, though a gas unit also exists at the same site.",confirmed,10.7
Braunschweig HKWN GT,Konventionell,individual,,2772,index,llm,high,no,Nord Gt,Natural Gas,25.0,52.3056,10.5072,index,SEE963817764100,BNA0137,,HKW-Nord in Braunschweig matches the gas turbine 'Nord Gt' entry located at Braunschweig coordinates.,confirmed,0.8
HATTINGEN_AIRPRODUCTS(KapRes),Sonstiges,individual,,,,llm,none,yes,,,,51.42,7.2,geocode,,,,No candidate corresponds to an Air Products industrial unit in Hattingen.,,
OWP Gode Wind 3 AC160,Erneuerbar,individual,Wind,68754,index,llm,high,no,Gode Wind,Wind,873.2579999999998,54.04279978333333,7.014410708333332,index,"SEE900995028679,SEE901593196388,SEE902832422770,SEE903397400159,SEE903770571247,SEE905373051485,SEE905871180045,SEE906040612008,SEE906297337075,SEE906460148637,SEE908440787720,SEE909970196488,SEE910825382444,SEE911093012200,SEE911235136542,SEE912642489320,SEE913433977576,SEE913596731602,SEE914243462689,SEE915528799919,SEE916288416597,SEE916830763315,SEE916885132180,SEE918259022523,SEE920473093531,SEE920932836501,SEE921010417308,SEE922360298579,SEE922688417461,SEE923869604816,SEE924700556059,SEE925680318163,SEE927571570322,SEE927897030319,SEE929888739249,SEE929936670364,SEE930565307477,SEE930745879947,SEE932379403826,SEE932724739174,SEE935230004460,SEE936624311751,SEE937984583079,SEE939179621344,SEE939694408635,SEE941090945430,SEE941803651672,SEE942639682069,SEE942700031529,SEE943911169957,SEE944375225272,SEE945158457347,SEE945370656665,SEE947201769803,SEE947283818611,SEE948527284292,SEE948554285989,SEE948780879952,SEE949403494033,SEE950406622484,SEE950713643189,SEE951364599849,SEE952559513411,SEE952715348734,SEE953260844498,SEE954133602054,SEE954419921961,SEE954941144418,SEE955259727621,SEE955299864584,SEE955410094043,SEE958518443744,SEE958810812781,SEE961232711891,SEE961483893148,SEE961839154510,SEE961879333470,SEE962323312157,SEE962534925269,SEE964528806608,SEE966103458240,SEE966642272178,SEE971629756756,SEE971992174249,SEE973005857835,SEE973308581420,SEE977868254558,SEE977980151025,SEE978538042666,SEE978992262396,SEE979234834852,SEE979547351879,SEE980736061066,SEE980819438501,SEE981013023869,SEE982413596991,SEE982424635511,SEE983331954016,SEE983961442624,SEE984233477177,SEE985458490705,SEE987008291749,SEE987088046710,SEE990993208913,SEE991293171631,SEE991717116569,SEE991825987167,SEE992486226671,SEE992770002318,SEE992788000382,SEE993485278012,SEE995152810396,SEE995821958671,SEE996505680642,SEE996845314085,SEE997519988373,SEE997555435541,SEE997931702298,SEE998007714504,SEE999194398423",,,Gode Wind 3 is part of the Gode Wind offshore wind cluster matching id 68754.,disagree,423.6
50H_EDIS_CR_HND,Erneuerbar,control_reserve,,,,,,no,,,,51.9,12.5,geocode,,,,,,
50H_EDIS_CR_NHG_Sued,Erneuerbar,control_reserve,,,,,,no,,,,51.5,13.2,geocode,,,,,,
GERSTEINW_K1 (KapRes),Konventionell,individual,,1283,index,llm,medium,no,Gersteinwerk,Hard Coal,665.5,51.673532,7.720513,index,,BNA1046a,,Gersteinwerk K1 (coal block) matches the hard coal Gersteinwerk unit rather than the gas unit.,confirmed,20.9
50H_EDIS_CR_GSE,Erneuerbar,control_reserve,,,,,,no,,,,50.9,12.2,geocode,,,,,,
AMP_WESTNETZ_EIFEL_CR_WIND,Erneuerbar,control_reserve,Wind,,,,,no,,,,50.0,6.5,geocode,,,,,,
AMP_WESTNETZ_PLAIDT_CR_WIND,Erneuerbar,control_reserve,Wind,,,,,no,,,,50.35,7.3,geocode,,,,,,
AMP_WESTNETZ_SIERSDORF_CR_WIND,Erneuerbar,control_reserve,Wind,,,,,no,,,,50.8,6.3,geocode,,,,,,
Marbach GT 4 (bnBm),Konventionell,individual,,3275,index,llm,high,no,Marbach,Oil,735.9,48.927387499999995,9.231165,index,"SEE994391041424,SEE933361522259,SEE957900196671,SEE904088512342","BNA0647,BNA0649,BNA0648","{nan, nan, nan, nan}",Marbach GT corresponds directly to the Marbach power plant (oil-fired).,confirmed,3.8
Mercedes_Sindelfingen_GT1,Konventionell,individual,,3214,index,llm,high,no,Sindelfingen,Natural Gas,99.602,48.6973658,8.9992082,index,"SEE924343365650,SEE993713255198,SEE949085992346,SEE994027750690,SEE986713152253",BNA1260,"{nan, nan, nan, nan, nan}",Heizkraftwerk Sindelfingen matches the Mercedes-Benz Sindelfingen plant location and gas-fired type.,confirmed,0.3
50H_EDIS_CR_THY,Erneuerbar,control_reserve,,,,,,no,,,,50.5,11.0,geocode,,,,,,
Netzreservekraftwerk HERNE_4,Konventionell,individual,,317,index,llm,high,no,Herne,Hard Coal,435.0,51.549201,7.18396,index,SEE945908806647,"BNA0449,BNA0450,BNA0447",11WD7HERN2S--KWU,Herne block 4 matches the hard coal Herne power plant.,confirmed,5.6
Grosskraftwerk Mannheim Block 8,Konventionell,individual,,1083,index,llm,high,no,Grosskraftwerk Mannheim,Hard Coal,1983.0,49.446975,8.492516,index,"SEE988477355802,SEE988699847857,SEE909002940690,SEE975507584615","BNA0645,BNA0646b,BNA0646a,BNA0642,BNA0644,BNA0643","11WD4GKM-2CD7--7,{nan, nan, nan, nan}",Direct name match to Grosskraftwerk Mannheim (GKM).,confirmed,5.9
AVA Cluster Algermissen T411,Erneuerbar,cluster,,"102441,130800",index,cluster_name,high,no,Cluster @ algermissen,Solar,2.0,52.2427,9.9503,index,"SEE960833339176,SEE981400528748",,,cluster: 2 plants @ algermissen,confirmed,10.3
AVA Cluster Algermissen T412,Erneuerbar,cluster,,"102441,130800",index,cluster_name,high,no,Cluster @ algermissen,Solar,2.0,52.2427,9.9503,index,"SEE960833339176,SEE981400528748",,,cluster: 2 plants @ algermissen,confirmed,10.3
AVA Cluster Hannover West,Erneuerbar,cluster,,"104422,107426,107488,107869,108995,113249,113273,118373,118429,118624,129490,28662,31414,31889,33399,3523,50726,54893,57661,57662,65034,69105,70248,73769,73771,75224,82014,87163,93964,95810,97204",index,cluster_name,high,no,Cluster @ hannover,"Biogas,Solar",52.7,52.3826,9.7243,index,"SEE902474184968,SEE904755292102,SEE906381782200,SEE910207622823,SEE914365805029,SEE915226057380,SEE915928554071,SEE915995033547,SEE916040859822,SEE923391382282,SEE923800126568,SEE924407797069,SEE929340878073,SEE933011205846,SEE934039463355,SEE938614951985,SEE943911723715,SEE946839828661,SEE948177842903,SEE951973129048,SEE958806714600,SEE959667723695,SEE959902755665,SEE960543757352,SEE961300488045,SEE962535163424,SEE963709646453,SEE966003159155,SEE968889450388,SEE969293159485,SEE976367618755,SEE982353244099,SEE985095432472,SEE986886521948,SEE989341330895,SEE993205796611,SEE993444777686,SEE993476114220,SEE996912676047,SEE998877345112",," nan, nan},{nan",cluster: 31 plants @ hannover,confirmed,3.3
AVA Cluster Vörden,Erneuerbar,cluster,,"100225,100689,100695,100745,100973,101094,101183,101322,101439,101504,101578,101607,101612,101633,101670,101758,101774,101863,102178,102197,102212,102245,102282,102305,102603,103084,104579,106317,106466,106991,107561,107872,108472,108651,108654,111166,111463,112606,113774,114091,114092,115091,115669,122815,123329,125463,125579,125694,125704,125794,130434,132168,133931,133936,135147,138026,138769,141376,143496,143599,153398,156155,156156,158190,162247,163486,164580,26121,28422,29770,29876,31658,34349,34359,34369,34370,35072,35195,36744,36952,36953,37394,37401,37442,37639,37651,37669,40410,42276,42285,43922,44817,45821,45822,46954,46955,46963,48561,48585,48975,48977,51944,54076,55935,58660,59706,59738,59742,59753,59770,61333,62508,63178,64812,65412,66259,71774,72342,74910,74911,78061,80740,82159,82230,82269,85357,85358,86322,92516,94111,97788,99404,99583",index,cluster_geocode,medium,no,Cluster @ vörden,"Biogas,Solar,Solid Biomass,Wind",84.2,52.4314,8.6321,index,"SEE900266210628,SEE901827992199,SEE901858043266,SEE902644836901,SEE903716761855,SEE903769779739,SEE903893170631,SEE904453636567,SEE905225567676,SEE905790928827,SEE905976114662,SEE907117895324,SEE907124881518,SEE909066030146,SEE909502751376,SEE910956129734,SEE911067332174,SEE911821301934,SEE912017893851,SEE912553553752,SEE913674439482,SEE913994509063,SEE914202471530,SEE916127272018,SEE916478343191,SEE916795985876,SEE917692107125,SEE918069159327,SEE918415077879,SEE919891035780,SEE919981989092,SEE920803736169,SEE921550408934,SEE922116545186,SEE922929600980,SEE923549167846,SEE924037647055,SEE925223087020,SEE925535152683,SEE925543957737,SEE926449443423,SEE927869659593,SEE928182345118,SEE928204240001,SEE928487074591,SEE929070044519,SEE929579687071,SEE930074201815,SEE930840884563,SEE931335916936,SEE932400160391,SEE934351397451,SEE934654479830,SEE935251228388,SEE935758435838,SEE936688719166,SEE937117203874,SEE937751395188,SEE937876731656,SEE938133959912,SEE938659855378,SEE938710497660,SEE939007107965,SEE939204727348,SEE939405062668,SEE939500546148,SEE939884370964,SEE940074958541,SEE940551676494,SEE941224753795,SEE942065641227,SEE942663784845,SEE942680660269,SEE944883263322,SEE946642061231,SEE947087695241,SEE947139421415,SEE947157099795,SEE947307264899,SEE948114498873,SEE948987393008,SEE949438148598,SEE949622052908,SEE951636795689,SEE953379040408,SEE953611499704,SEE953934114933,SEE954190417028,SEE956971355888,SEE957030251349,SEE957466131826,SEE957712963904,SEE957892097567,SEE958062421861,SEE958103970877,SEE959211539192,SEE960099791657,SEE960238507729,SEE960442148800,SEE960878319010,SEE960955349633,SEE961319003123,SEE962236300357,SEE963182753082,SEE963401653988,SEE963866528333,SEE963936431488,SEE964592512757,SEE964875704145,SEE965632384785,SEE965667345522,SEE966380447104,SEE966994170689,SEE967384845767,SEE967562699229,SEE967788165010,SEE968931248253,SEE969702821002,SEE969934626505,SEE971378231436,SEE972029098569,SEE974850491946,SEE975120516468,SEE975697875746,SEE975812215181,SEE976584360567,SEE977680332298,SEE978451635280,SEE980357517249,SEE981176999117,SEE981818313264,SEE982664832718,SEE982784346355,SEE983457204804,SEE984303426166,SEE984311869894,SEE985183535863,SEE985722370887,SEE986682794935,SEE986872026228,SEE987241989519,SEE987433548524,SEE989126564699,SEE989976800763,SEE990006883397,SEE992657216562,SEE992923573047,SEE994239504876,SEE994308693210,SEE994509820705,SEE994558306014,SEE995054490948,SEE995836873440,SEE997164935661,SEE997629201560,SEE997637518964,SEE998827665970,SEE998843526842,SEE999748339636,SEE999794369298,SEE999849757407",,,cluster: 133 plants @ vörden,confirmed,19.4
50H EnviaTherm Bitterfeld GuD,Konventionell,individual,,3320,index,llm,high,no,Gud Bitterfeld,Natural Gas,108.0,51.62902,12.304538,index,SEE934669010578,BNA0105,,GuD Bitterfeld matches the natural gas combined-cycle plant at Bitterfeld.,confirmed,2.4
EnBW Pumpverbot,,individual,,110,index,llm,low,yes,Wehr Ms,Hydro,910.0,47.652259,7.925798,index,"SEE931018364146,SEE945727561772,SEE929967552172,SEE954610139165",BNA1019,"{nan, nan, nan, nan}","Wehr is an EnBW-operated pumped storage plant, plausibly the subject of a pump restriction order.",no_geocode,
AVA Cluster Alfstedt,Erneuerbar,cluster,,"102440,156245,159940,27710,67349",index,cluster_name,high,no,Cluster @ alfstedt,"Biogas,Solar,Wind",93.8,53.5923,8.8565,index,"SEE908292739120,SEE915259807044,SEE921055242651,SEE922561733480,SEE926420483134,SEE926809386865,SEE928606102938,SEE931466032581,SEE936389613824,SEE936842423816,SEE938020533508,SEE938796273202,SEE940235095634,SEE945620247575,SEE945991551615,SEE949592224763,SEE952545378451,SEE954101603588,SEE956704839456,SEE958083345276,SEE958854489109,SEE960544710189,SEE963710373867,SEE968107314874,SEE969519090141,SEE970452577071,SEE970773107001,SEE970907697293,SEE974263153639,SEE978514924009,SEE986467045122,SEE990926152962,SEE995010366201",,,cluster: 5 plants @ alfstedt,confirmed,20.3
50H Dresden-Reick,Konventionell,individual,,3418,index,llm,high,no,Gasmotoren Dresden Reick,Natural Gas,92.0,51.0255,13.7845,index,"SEE939899660715,SEE930647914081,SEE962395118756,SEE965660903200,SEE924562445072,SEE923793340132,SEE985036646654,SEE963438570067",,"{nan, nan, nan, nan, nan, nan, nan, nan}",Gasmotoren Dresden Reick directly matches the Dresden-Reick plant.,confirmed,18.7
50H OWP Baltic 1+2 Nord,Erneuerbar,individual,Wind,32078,index,llm,high,no,Baltic,Wind,350.6999999999999,54.904974653465345,13.056202386138612,index,"SEE900674039613,SEE900924483104,SEE904202146064,SEE905025349632,SEE905159407185,SEE907941573597,SEE907944700785,SEE908255683705,SEE910186359178,SEE911149742365,SEE914110442387,SEE918176032896,SEE918547913946,SEE918796761770,SEE919020269239,SEE919087229481,SEE919686179385,SEE919733414483,SEE920507517217,SEE920608663851,SEE922009406280,SEE922650741815,SEE925690458347,SEE925907200721,SEE926480712434,SEE927322705157,SEE927962800113,SEE928025167310,SEE930623307173,SEE930689471047,SEE930888384841,SEE934278234518,SEE934386159987,SEE938506812240,SEE939544407719,SEE940449103583,SEE941324537936,SEE944166387370,SEE944402383067,SEE944918234914,SEE945237694755,SEE945824674429,SEE946575633970,SEE947813172213,SEE949147141446,SEE950049394311,SEE950453714132,SEE952331270600,SEE952614213638,SEE954288609311,SEE955134309003,SEE956396803469,SEE957800907780,SEE959120227265,SEE962060710131,SEE962182508333,SEE962333346746,SEE962359172879,SEE962498737984,SEE965031306227,SEE965870517419,SEE966224671047,SEE966700573957,SEE968291098505,SEE969452881615,SEE970100825608,SEE970135473362,SEE970463963405,SEE970507628789,SEE971642106583,SEE972154640503,SEE972539724538,SEE972852725977,SEE972924417250,SEE973944897206,SEE974597472147,SEE974991940440,SEE975121040627,SEE977112241112,SEE977729981845,SEE979327730610,SEE980662526622,SEE980865419110,SEE985188238677,SEE985243229510,SEE987105580579,SEE990434581919,SEE990582178207,SEE990863138883,SEE992578529895,SEE993126036339,SEE994084245764,SEE994615838397,SEE994620502054,SEE994749457228,SEE994777026625,SEE995408247624,SEE997500786872,SEE997643768254,SEE998929495550,SEE999275677188",,,Baltic (350.7MW) corresponds to the combined Baltic 1+2 offshore wind farms.,disagree,71.3
50H Parchim,Konventionell,individual,,,,llm,none,yes,,,,53.42,11.77,geocode,,,,No candidate plant corresponds to a facility located in Parchim.,,
ReserveKW Zolling 5,Konventionell,individual,,257,index,llm,high,no,Zolling,Hard Coal,472.0,48.455489,11.796122,index,SEE958847865460,BNA1093,11WD2ZOLL0002880,Zolling block 5 corresponds to the main hard coal Zolling power plant.,confirmed,8.4
Baden-Württemberg Süd-Ost EE,Erneuerbar,regional_renewable,,,,,,no,,,,47.8,10.5,geocode,,,,,,
illwerke vkw AG,Sonstiges,foreign,,,,,,no,,,,47.25,9.95,geocode,,,,,,
Baden-Württemberg Mitte EE,Erneuerbar,regional_renewable,,,,,,no,,,,48.5,9.0,geocode,,,,,,
AMP_WESTNETZ_NAHE_CR_PHOTOVOLTAIK,Erneuerbar,control_reserve,Solar,,,,,no,,,,49.7,7.8,geocode,,,,,,
Walchensee 1,Erneuerbar,individual,,751,index,llm,high,no,Walchenseekraftwerk,Hydro,124.0,47.629628,11.33818,index,"SEE994080011080,SEE981832585265,SEE965777272787,SEE994984344970,SEE930595548697,SEE936406566188,SEE975302241416,SEE928459304602",BNA0540,"{nan, nan, nan, nan, nan, nan, nan, nan}",Walchenseekraftwerk is a multi-unit hydro plant matching the block-numbered Walchensee entries.,confirmed,14.0
Walchensee 2,Erneuerbar,individual,,751,index,llm,high,no,Walchenseekraftwerk,Hydro,124.0,47.629628,11.33818,index,"SEE994080011080,SEE981832585265,SEE965777272787,SEE994984344970,SEE930595548697,SEE936406566188,SEE975302241416,SEE928459304602",BNA0540,"{nan, nan, nan, nan, nan, nan, nan, nan}",Walchenseekraftwerk is a multi-unit hydro plant matching the block-numbered Walchensee entries.,confirmed,14.0
Walchensee 3,Erneuerbar,individual,,751,index,llm,high,no,Walchenseekraftwerk,Hydro,124.0,47.629628,11.33818,index,"SEE994080011080,SEE981832585265,SEE965777272787,SEE994984344970,SEE930595548697,SEE936406566188,SEE975302241416,SEE928459304602",BNA0540,"{nan, nan, nan, nan, nan, nan, nan, nan}",Walchenseekraftwerk is a multi-unit hydro plant matching the block-numbered Walchensee entries.,confirmed,14.0
Walchensee 4,Erneuerbar,individual,,751,index,llm,high,no,Walchenseekraftwerk,Hydro,124.0,47.629628,11.33818,index,"SEE994080011080,SEE981832585265,SEE965777272787,SEE994984344970,SEE930595548697,SEE936406566188,SEE975302241416,SEE928459304602",BNA0540,"{nan, nan, nan, nan, nan, nan, nan, nan}",Walchenseekraftwerk is a multi-unit hydro plant matching the block-numbered Walchensee entries.,confirmed,14.0
BAG NWAK-Cluster 15 Pleinting,Erneuerbar,cluster,,"113928,56018,97987",index,cluster_name,high,no,Cluster @ pleinting,Solar,1.2,48.6685,13.1066,index,"SEE930075592868,SEE949840341938,SEE987075123400",,,cluster: 3 plants @ pleinting,confirmed,19.7
BAG NWAK-Cluster 17 Altheim,Erneuerbar,cluster,,,,,,yes,,,,48.28,13.37,geocode,,,,,,
Netzreservekraftwerk GTKW-DA-POOL,Konventionell,individual,,,,llm,none,yes,,,,49.87,8.65,geocode,,,,No candidate corresponds to this pooled gas turbine network reserve plant.,,
BAG NWAK-Cluster 16 Regensburg-Sittling,Erneuerbar,cluster,,"102648,106562,114074,114152,120539,123233,123234,130281,139144,34087,52490,54833,75302,87880,98126",index,cluster_name,high,no,Cluster @ regensburg sittling,"Biogas,Hydro,Solar",17.7,49.0024,12.1311,index,"SEE909392992316,SEE911748563811,SEE921225859399,SEE924988195742,SEE928709919068,SEE936967942063,SEE937514018484,SEE941434594379,SEE949835412094,SEE952326500019,SEE953420310641,SEE954055722441,SEE961693868547,SEE964585602885,SEE971503939152,SEE974118600998,SEE976995442821,SEE979024047592,SEE980107869369,SEE987595269732",," nan, nan},{nan",cluster: 15 plants @ regensburg sittling,confirmed,3.1
